"filename", "language", "JavaScript", "JSON", "CSS", "Markdown", "Firebase Rules", "HTML", "comment", "blank", "total"
"/Users/paulkim/Desktop/csProject/RPQ-client/.eslintrc.json", "JSON", 0, 20, 0, 0, 0, 0, 0, 1, 21
"/Users/paulkim/Desktop/csProject/RPQ-client/.prettierrc", "JSON", 0, 3, 0, 0, 0, 0, 0, 1, 4
"/Users/paulkim/Desktop/csProject/RPQ-client/README.md", "Markdown", 0, 0, 0, 38, 0, 0, 0, 33, 71
"/Users/paulkim/Desktop/csProject/RPQ-client/database.rules.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 6
"/Users/paulkim/Desktop/csProject/RPQ-client/firebase.json", "JSON", 0, 14, 0, 0, 0, 0, 36, 0, 50
"/Users/paulkim/Desktop/csProject/RPQ-client/firestore.indexes.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 1, 5
"/Users/paulkim/Desktop/csProject/RPQ-client/firestore.rules", "Firebase Rules", 0, 0, 0, 0, 8, 0, 0, 0, 8
"/Users/paulkim/Desktop/csProject/RPQ-client/functions/index.js", "JavaScript", 1, 0, 0, 0, 0, 0, 7, 2, 10
"/Users/paulkim/Desktop/csProject/RPQ-client/functions/package-lock.json", "JSON", 0, 1805, 0, 0, 0, 0, 0, 1, 1806
"/Users/paulkim/Desktop/csProject/RPQ-client/functions/package.json", "JSON", 0, 23, 0, 0, 0, 0, 0, 1, 24
"/Users/paulkim/Desktop/csProject/RPQ-client/package-lock.json", "JSON", 0, 18187, 0, 0, 0, 0, 0, 1, 18188
"/Users/paulkim/Desktop/csProject/RPQ-client/package.json", "JSON", 0, 61, 0, 0, 0, 0, 0, 1, 62
"/Users/paulkim/Desktop/csProject/RPQ-client/public/index.html", "HTML", 0, 0, 0, 0, 0, 26, 0, 2, 28
"/Users/paulkim/Desktop/csProject/RPQ-client/remoteconfig.template.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/IconButton/iconButton.jsx", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 4, 27
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/IconButton/iconButton.style.jsx", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/avatar/avatar.jsx", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 4, 45
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/avatar/avatar.style.jsx", "JavaScript", 53, 0, 0, 0, 0, 0, 0, 5, 58
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/background/Background.jsx", "JavaScript", 58, 0, 0, 0, 0, 0, 0, 4, 62
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/background/Background.style.jsx", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/background/Cloud.jsx", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 4, 25
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/background/Cloud.style.jsx", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/box/box.jsx", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 5, 46
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/box/box.style.jsx", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 8, 41
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/button/button.jsx", "JavaScript", 59, 0, 0, 0, 0, 0, 0, 6, 65
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/button/button.style.jsx", "JavaScript", 49, 0, 0, 0, 0, 0, 0, 9, 58
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/canvas/canvas.jsx", "JavaScript", 108, 0, 0, 0, 0, 0, 0, 14, 122
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/canvas/canvas.style.jsx", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 4, 31
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/container/container.jsx", "JavaScript", 37, 0, 0, 0, 0, 0, 0, 5, 42
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/container/container.style.jsx", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 5, 25
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/divider/divider.jsx", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 5, 28
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/divider/divider.style.jsx", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 5, 22
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/header/header.jsx", "JavaScript", 54, 0, 0, 0, 0, 0, 0, 5, 59
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/header/header.style.jsx", "JavaScript", 48, 0, 0, 0, 0, 0, 0, 3, 51
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/icon/icon.jsx", "JavaScript", 72, 0, 0, 0, 0, 0, 4, 6, 82
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/image/image.jsx", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 5, 24
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/image/image.style.jsx", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/input/input.jsx", "JavaScript", 106, 0, 0, 0, 0, 0, 0, 6, 112
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/input/input.style.jsx", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 8, 72
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/linewidth/linewidth.jsx", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 5, 30
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/linewidth/linewidth.style.jsx", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/link/link.jsx", "JavaScript", 36, 0, 0, 0, 0, 0, 1, 4, 41
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/link/link.style.jsx", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 3, 19
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/paragraph/paragraph.jsx", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 5, 45
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/paragraph/paragraph.style.jsx", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/roundButton/roundButton.jsx", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 4, 33
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/roundButton/roundButton.style.jsx", "JavaScript", 50, 0, 0, 0, 0, 0, 0, 9, 59
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/span/span.jsx", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 5, 45
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/span/span.style.jsx", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/squareButton/squareButton.jsx", "JavaScript", 56, 0, 0, 0, 0, 0, 0, 6, 62
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/squareButton/squareButton.style.jsx", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 3, 19
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/title/title.jsx", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/title/title.style.jsx", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/ButtonList/buttonList.jsx", "JavaScript", 42, 0, 0, 0, 0, 0, 0, 6, 48
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/ButtonList/buttonList.style.jsx", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 4, 18
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/availableGameItem/availableGameItem.jsx", "JavaScript", 68, 0, 0, 0, 0, 0, 0, 4, 72
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/availableGameItem/availableGameItem.style.jsx", "JavaScript", 32, 0, 0, 0, 0, 0, 0, 6, 38
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/colorPicker/colorPicker.jsx", "JavaScript", 36, 0, 0, 0, 0, 0, 0, 6, 42
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/colorPicker/colorPicker.style.js", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 4, 33
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/Formik/FieldTypes/FormikCounter.jsx", "JavaScript", 60, 0, 0, 0, 0, 0, 1, 8, 69
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/Formik/FieldTypes/FormikInput.jsx", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 4, 27
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/Formik/FieldTypes/FormikRadio.jsx", "JavaScript", 56, 0, 0, 0, 0, 0, 1, 7, 64
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/Formik/FieldTypes/FormikSelect.jsx", "JavaScript", 34, 0, 0, 0, 0, 0, 1, 5, 40
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/Formik/FormikContainer.jsx", "JavaScript", 53, 0, 0, 0, 0, 0, 1, 5, 59
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/Formik/FormikControl.jsx", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 4, 28
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/Formik/FormikError.jsx", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 5, 22
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/moduleForm.jsx", "JavaScript", 402, 0, 0, 0, 0, 0, 10, 40, 452
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/moduleForm.style.jsx", "JavaScript", 143, 0, 0, 0, 0, 0, 0, 22, 165
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/gameProgress/fakeDb.jsx", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 1, 42
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/gameProgress/gameProgress.jsx", "JavaScript", 72, 0, 0, 0, 0, 0, 0, 7, 79
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/gameProgress/gameProgress.style.jsx", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 6, 47
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/gameResultItem/gameResultItem.jsx", "JavaScript", 52, 0, 0, 0, 0, 0, 0, 5, 57
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/gameResultItem/gameResultItem.style.jsx", "JavaScript", 37, 0, 0, 0, 0, 0, 0, 9, 46
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/infiniteScroll/infiniteScroll.jsx", "JavaScript", 69, 0, 0, 0, 0, 0, 4, 8, 81
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/infiniteScroll/infiniteScroll.style.jsx", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 3, 14
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/infiniteScroll/useCustomHook.js", "JavaScript", 33, 0, 0, 0, 0, 0, 8, 6, 47
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/lineWidthController/lineWidthController.jsx", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 5, 46
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/lineWidthController/lineWidthController.style.jsx", "JavaScript", 19, 0, 0, 0, 0, 0, 8, 3, 30
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/list/list.jsx", "JavaScript", 79, 0, 0, 0, 0, 0, 1, 7, 87
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/list/list.style.jsx", "JavaScript", 26, 0, 0, 0, 0, 0, 0, 4, 30
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/modal/modal.jsx", "JavaScript", 43, 0, 0, 0, 0, 0, 0, 6, 49
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/modal/modal.stories.jsx", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 5, 29
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/modal/modal.style.jsx", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 5, 38
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/pagination/pagination.jsx", "JavaScript", 31, 0, 0, 0, 0, 0, 0, 4, 35
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/pagination/pagination.style.jsx", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 4, 19
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/profileCard/profileCard.jsx", "JavaScript", 36, 0, 0, 0, 0, 0, 0, 4, 40
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/profileCard/profileCard.style.jsx", "JavaScript", 26, 0, 0, 0, 0, 0, 0, 5, 31
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/rankingItem/rankingItem.jsx", "JavaScript", 77, 0, 0, 0, 0, 0, 0, 6, 83
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/rankingItem/rankingItem.style.jsx", "JavaScript", 36, 0, 0, 0, 0, 0, 0, 8, 44
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/responsiveContainer/responsiveContainer.jsx", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 3, 24
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/responsiveContainer/responsiveContainer.style.jsx", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 3, 30
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/roomUserItem/roomUserItem.jsx", "JavaScript", 79, 0, 0, 0, 0, 0, 0, 8, 87
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/roomUserItem/roomUserItem.style.jsx", "JavaScript", 32, 0, 0, 0, 0, 0, 0, 7, 39
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/slider/slider.jsx", "JavaScript", 217, 0, 0, 0, 0, 0, 2, 19, 238
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/slider/slider.style.jsx", "JavaScript", 129, 0, 0, 0, 0, 0, 0, 10, 139
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/slider/sliderFakeDb.jsx", "JavaScript", 316, 0, 0, 0, 0, 0, 139, 16, 471
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/slider/useWindowSize.jsx", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 7, 26
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/socialButton/socialButton.jsx", "JavaScript", 26, 0, 0, 0, 0, 0, 0, 4, 30
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/socialButton/socialButton.stories.jsx", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 4, 12
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/socialButton/socialButton.style.jsx", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/waitingItem/waitingItem.jsx", "JavaScript", 46, 0, 0, 0, 0, 0, 0, 6, 52
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/waitingItem/waitingItem.style.jsx", "JavaScript", 30, 0, 0, 0, 0, 0, 0, 5, 35
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/Drawing/Drawing.jsx", "JavaScript", 128, 0, 0, 0, 0, 0, 1, 11, 140
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/Drawing/Drawing.style.jsx", "JavaScript", 76, 0, 0, 0, 0, 0, 0, 11, 87
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/GameResults/GameResults.jsx", "JavaScript", 58, 0, 0, 0, 0, 0, 0, 4, 62
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/GameResults/GameResults.style.jsx", "JavaScript", 48, 0, 0, 0, 0, 0, 0, 8, 56
"/Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/GuessWord/GuessWord.jsx", "JavaScript", 67, 0, 0, 0, 0, 0, 12, 7, 86
